Red Player wins: 0 | Yellow Player Wins: 1 | Round Count: 1
Red Player wins: 53 | Yellow Player Wins: 371 | Round Count: 424
Red Player wins: 54 | Yellow Player Wins: 371 | Round Count: 425
Red Player wins: 54 | Yellow Player Wins: 372 | Round Count: 426
Red Player wins: 55 | Yellow Player Wins: 372 | Round Count: 427
Red Player wins: 55 | Yellow Player Wins: 373 | Round Count: 428
Red Player wins: 55 | Yellow Player Wins: 374 | Round Count: 429
Red Player wins: 56 | Yellow Player Wins: 374 | Round Count: 430
Red Player wins: 56 | Yellow Player Wins: 375 | Round Count: 431
Red Player wins: 56 | Yellow Player Wins: 376 | Round Count: 432
Red Player wins: 56 | Yellow Player Wins: 377 | Round Count: 433
Red Player wins: 56 | Yellow Player Wins: 378 | Round Count: 434
Red Player wins: 56 | Yellow Player Wins: 379 | Round Count: 435
Red Player wins: 57 | Yellow Player Wins: 379 | Round Count: 436
Red Player wins: 57 | Yellow Player Wins: 380 | Round Count: 437
Red Player wins: 57 | Yellow Player Wins: 381 | Round Count: 438
Red Player wins: 57 | Yellow Player Wins: 382 | Round Count: 439
Red Player wins: 57 | Yellow Player Wins: 383 | Round Count: 440
Red Player wins: 57 | Yellow Player Wins: 384 | Round Count: 441
Red Player wins: 57 | Yellow Player Wins: 385 | Round Count: 442
Red Player wins: 57 | Yellow Player Wins: 386 | Round Count: 443
Red Player wins: 58 | Yellow Player Wins: 386 | Round Count: 444
Red Player wins: 58 | Yellow Player Wins: 387 | Round Count: 445
Red Player wins: 58 | Yellow Player Wins: 388 | Round Count: 446
Red Player wins: 58 | Yellow Player Wins: 389 | Round Count: 447
Red Player wins: 58 | Yellow Player Wins: 390 | Round Count: 448
Red Player wins: 59 | Yellow Player Wins: 390 | Round Count: 449
Red Player wins: 59 | Yellow Player Wins: 391 | Round Count: 450
Red Player wins: 59 | Yellow Player Wins: 392 | Round Count: 451
Red Player wins: 59 | Yellow Player Wins: 393 | Round Count: 452
Red Player wins: 59 | Yellow Player Wins: 394 | Round Count: 453
Red Player wins: 59 | Yellow Player Wins: 395 | Round Count: 454
Red Player wins: 59 | Yellow Player Wins: 396 | Round Count: 455
Red Player wins: 59 | Yellow Player Wins: 397 | Round Count: 456
Red Player wins: 59 | Yellow Player Wins: 398 | Round Count: 457
Red Player wins: 59 | Yellow Player Wins: 399 | Round Count: 458
Red Player wins: 59 | Yellow Player Wins: 400 | Round Count: 459
Red Player wins: 59 | Yellow Player Wins: 401 | Round Count: 460
Red Player wins: 59 | Yellow Player Wins: 402 | Round Count: 461
Red Player wins: 59 | Yellow Player Wins: 403 | Round Count: 462
Red Player wins: 59 | Yellow Player Wins: 404 | Round Count: 463
Red Player wins: 59 | Yellow Player Wins: 405 | Round Count: 464
Red Player wins: 59 | Yellow Player Wins: 406 | Round Count: 465
Red Player wins: 60 | Yellow Player Wins: 406 | Round Count: 466
Red Player wins: 60 | Yellow Player Wins: 407 | Round Count: 467
Red Player wins: 61 | Yellow Player Wins: 407 | Round Count: 468
Red Player wins: 61 | Yellow Player Wins: 408 | Round Count: 469
Red Player wins: 61 | Yellow Player Wins: 409 | Round Count: 470
Red Player wins: 62 | Yellow Player Wins: 409 | Round Count: 471
Red Player wins: 62 | Yellow Player Wins: 410 | Round Count: 472
Red Player wins: 62 | Yellow Player Wins: 411 | Round Count: 473
Red Player wins: 62 | Yellow Player Wins: 412 | Round Count: 474
Red Player wins: 62 | Yellow Player Wins: 413 | Round Count: 475
Red Player wins: 62 | Yellow Player Wins: 414 | Round Count: 476
Red Player wins: 62 | Yellow Player Wins: 415 | Round Count: 477
Red Player wins: 63 | Yellow Player Wins: 415 | Round Count: 478
Red Player wins: 63 | Yellow Player Wins: 416 | Round Count: 479
Red Player wins: 63 | Yellow Player Wins: 417 | Round Count: 480
Red Player wins: 63 | Yellow Player Wins: 418 | Round Count: 481
Red Player wins: 63 | Yellow Player Wins: 419 | Round Count: 482
Red Player wins: 63 | Yellow Player Wins: 420 | Round Count: 483
Red Player wins: 63 | Yellow Player Wins: 421 | Round Count: 484
Red Player wins: 63 | Yellow Player Wins: 422 | Round Count: 485
Red Player wins: 63 | Yellow Player Wins: 423 | Round Count: 486
Red Player wins: 64 | Yellow Player Wins: 423 | Round Count: 487
Red Player wins: 64 | Yellow Player Wins: 424 | Round Count: 488
Red Player wins: 64 | Yellow Player Wins: 425 | Round Count: 489
Red Player wins: 65 | Yellow Player Wins: 425 | Round Count: 490
Red Player wins: 65 | Yellow Player Wins: 426 | Round Count: 491
Red Player wins: 65 | Yellow Player Wins: 427 | Round Count: 492
Red Player wins: 65 | Yellow Player Wins: 428 | Round Count: 493
Red Player wins: 65 | Yellow Player Wins: 429 | Round Count: 494
Red Player wins: 66 | Yellow Player Wins: 429 | Round Count: 495
Red Player wins: 66 | Yellow Player Wins: 430 | Round Count: 496
Red Player wins: 66 | Yellow Player Wins: 431 | Round Count: 497
Red Player wins: 66 | Yellow Player Wins: 432 | Round Count: 498
Red Player wins: 66 | Yellow Player Wins: 433 | Round Count: 499
Red Player wins: 66 | Yellow Player Wins: 434 | Round Count: 500
Red Player wins: 66 | Yellow Player Wins: 435 | Round Count: 501
Red Player wins: 66 | Yellow Player Wins: 436 | Round Count: 502
Red Player wins: 66 | Yellow Player Wins: 437 | Round Count: 503
Red Player wins: 66 | Yellow Player Wins: 438 | Round Count: 504
Red Player wins: 66 | Yellow Player Wins: 439 | Round Count: 505
Red Player wins: 66 | Yellow Player Wins: 440 | Round Count: 506
Red Player wins: 66 | Yellow Player Wins: 441 | Round Count: 507
Red Player wins: 67 | Yellow Player Wins: 441 | Round Count: 508
Red Player wins: 67 | Yellow Player Wins: 442 | Round Count: 509
Red Player wins: 67 | Yellow Player Wins: 443 | Round Count: 510
Red Player wins: 67 | Yellow Player Wins: 444 | Round Count: 511
Red Player wins: 67 | Yellow Player Wins: 445 | Round Count: 512
Red Player wins: 67 | Yellow Player Wins: 446 | Round Count: 513
Red Player wins: 67 | Yellow Player Wins: 447 | Round Count: 514
Red Player wins: 67 | Yellow Player Wins: 448 | Round Count: 515
Red Player wins: 67 | Yellow Player Wins: 449 | Round Count: 516
Red Player wins: 67 | Yellow Player Wins: 450 | Round Count: 517
Red Player wins: 67 | Yellow Player Wins: 451 | Round Count: 518
Red Player wins: 67 | Yellow Player Wins: 452 | Round Count: 519
Red Player wins: 67 | Yellow Player Wins: 453 | Round Count: 520
Red Player wins: 68 | Yellow Player Wins: 453 | Round Count: 521
Red Player wins: 68 | Yellow Player Wins: 454 | Round Count: 522
Red Player wins: 68 | Yellow Player Wins: 455 | Round Count: 523
Red Player wins: 68 | Yellow Player Wins: 456 | Round Count: 524
Red Player wins: 68 | Yellow Player Wins: 457 | Round Count: 525
Red Player wins: 68 | Yellow Player Wins: 458 | Round Count: 526
Red Player wins: 68 | Yellow Player Wins: 459 | Round Count: 527
Red Player wins: 68 | Yellow Player Wins: 460 | Round Count: 528
Red Player wins: 68 | Yellow Player Wins: 461 | Round Count: 529
Red Player wins: 68 | Yellow Player Wins: 462 | Round Count: 530
Red Player wins: 68 | Yellow Player Wins: 463 | Round Count: 531
Red Player wins: 68 | Yellow Player Wins: 464 | Round Count: 532
Red Player wins: 69 | Yellow Player Wins: 464 | Round Count: 533
Red Player wins: 69 | Yellow Player Wins: 465 | Round Count: 534
Red Player wins: 69 | Yellow Player Wins: 466 | Round Count: 535
Red Player wins: 69 | Yellow Player Wins: 467 | Round Count: 536
Red Player wins: 69 | Yellow Player Wins: 468 | Round Count: 537
Red Player wins: 69 | Yellow Player Wins: 469 | Round Count: 538
Red Player wins: 69 | Yellow Player Wins: 470 | Round Count: 539
Red Player wins: 69 | Yellow Player Wins: 471 | Round Count: 540
Red Player wins: 69 | Yellow Player Wins: 472 | Round Count: 541
Red Player wins: 69 | Yellow Player Wins: 473 | Round Count: 542
Red Player wins: 70 | Yellow Player Wins: 473 | Round Count: 543
Red Player wins: 70 | Yellow Player Wins: 474 | Round Count: 544
Red Player wins: 70 | Yellow Player Wins: 475 | Round Count: 545
Red Player wins: 70 | Yellow Player Wins: 476 | Round Count: 546
Red Player wins: 70 | Yellow Player Wins: 477 | Round Count: 547
Red Player wins: 70 | Yellow Player Wins: 478 | Round Count: 548
Red Player wins: 70 | Yellow Player Wins: 479 | Round Count: 549
Red Player wins: 70 | Yellow Player Wins: 480 | Round Count: 550
Red Player wins: 70 | Yellow Player Wins: 481 | Round Count: 551
Red Player wins: 70 | Yellow Player Wins: 482 | Round Count: 552
Red Player wins: 70 | Yellow Player Wins: 483 | Round Count: 553
Red Player wins: 70 | Yellow Player Wins: 484 | Round Count: 554
Red Player wins: 70 | Yellow Player Wins: 485 | Round Count: 555
Red Player wins: 70 | Yellow Player Wins: 486 | Round Count: 556
Red Player wins: 70 | Yellow Player Wins: 487 | Round Count: 557
Red Player wins: 70 | Yellow Player Wins: 488 | Round Count: 558
Red Player wins: 70 | Yellow Player Wins: 489 | Round Count: 559
Red Player wins: 70 | Yellow Player Wins: 490 | Round Count: 560
Red Player wins: 70 | Yellow Player Wins: 491 | Round Count: 561
Red Player wins: 70 | Yellow Player Wins: 492 | Round Count: 562
Red Player wins: 70 | Yellow Player Wins: 493 | Round Count: 563
Red Player wins: 70 | Yellow Player Wins: 494 | Round Count: 564
Red Player wins: 70 | Yellow Player Wins: 495 | Round Count: 565
Red Player wins: 71 | Yellow Player Wins: 495 | Round Count: 566
Red Player wins: 71 | Yellow Player Wins: 496 | Round Count: 567
Red Player wins: 71 | Yellow Player Wins: 497 | Round Count: 568
Red Player wins: 71 | Yellow Player Wins: 498 | Round Count: 569
Red Player wins: 71 | Yellow Player Wins: 499 | Round Count: 570
Red Player wins: 72 | Yellow Player Wins: 499 | Round Count: 571
Red Player wins: 72 | Yellow Player Wins: 500 | Round Count: 572
Red Player wins: 72 | Yellow Player Wins: 501 | Round Count: 573
Red Player wins: 72 | Yellow Player Wins: 502 | Round Count: 574
Red Player wins: 72 | Yellow Player Wins: 503 | Round Count: 575
Red Player wins: 72 | Yellow Player Wins: 504 | Round Count: 576
Red Player wins: 72 | Yellow Player Wins: 505 | Round Count: 577
Red Player wins: 72 | Yellow Player Wins: 506 | Round Count: 578
Red Player wins: 72 | Yellow Player Wins: 507 | Round Count: 579
Red Player wins: 72 | Yellow Player Wins: 508 | Round Count: 580
Red Player wins: 72 | Yellow Player Wins: 509 | Round Count: 581
Red Player wins: 72 | Yellow Player Wins: 510 | Round Count: 582
Red Player wins: 72 | Yellow Player Wins: 511 | Round Count: 583
Red Player wins: 72 | Yellow Player Wins: 512 | Round Count: 584
Red Player wins: 72 | Yellow Player Wins: 513 | Round Count: 585
Red Player wins: 72 | Yellow Player Wins: 514 | Round Count: 586
Red Player wins: 72 | Yellow Player Wins: 515 | Round Count: 587
Red Player wins: 72 | Yellow Player Wins: 516 | Round Count: 588
Red Player wins: 72 | Yellow Player Wins: 517 | Round Count: 589
Red Player wins: 72 | Yellow Player Wins: 518 | Round Count: 590
Red Player wins: 72 | Yellow Player Wins: 519 | Round Count: 591
Red Player wins: 72 | Yellow Player Wins: 520 | Round Count: 592
Red Player wins: 73 | Yellow Player Wins: 520 | Round Count: 593
Red Player wins: 73 | Yellow Player Wins: 521 | Round Count: 594
Red Player wins: 73 | Yellow Player Wins: 522 | Round Count: 595
Red Player wins: 74 | Yellow Player Wins: 522 | Round Count: 596
Red Player wins: 75 | Yellow Player Wins: 522 | Round Count: 597
Red Player wins: 75 | Yellow Player Wins: 523 | Round Count: 598
Red Player wins: 75 | Yellow Player Wins: 524 | Round Count: 599
Red Player wins: 75 | Yellow Player Wins: 525 | Round Count: 600
Red Player wins: 75 | Yellow Player Wins: 526 | Round Count: 601
Red Player wins: 75 | Yellow Player Wins: 527 | Round Count: 602
Red Player wins: 75 | Yellow Player Wins: 528 | Round Count: 603
Red Player wins: 75 | Yellow Player Wins: 529 | Round Count: 604
Red Player wins: 75 | Yellow Player Wins: 530 | Round Count: 605
Red Player wins: 75 | Yellow Player Wins: 531 | Round Count: 606
Red Player wins: 75 | Yellow Player Wins: 532 | Round Count: 607
Red Player wins: 75 | Yellow Player Wins: 533 | Round Count: 608
Red Player wins: 75 | Yellow Player Wins: 534 | Round Count: 609
Red Player wins: 75 | Yellow Player Wins: 535 | Round Count: 610
Red Player wins: 75 | Yellow Player Wins: 536 | Round Count: 611
Red Player wins: 75 | Yellow Player Wins: 537 | Round Count: 612
Red Player wins: 75 | Yellow Player Wins: 538 | Round Count: 613
Red Player wins: 75 | Yellow Player Wins: 539 | Round Count: 614
Red Player wins: 75 | Yellow Player Wins: 540 | Round Count: 615
Red Player wins: 75 | Yellow Player Wins: 541 | Round Count: 616
Red Player wins: 75 | Yellow Player Wins: 542 | Round Count: 617
Red Player wins: 75 | Yellow Player Wins: 543 | Round Count: 618
Red Player wins: 75 | Yellow Player Wins: 544 | Round Count: 619
Red Player wins: 75 | Yellow Player Wins: 545 | Round Count: 620
Red Player wins: 75 | Yellow Player Wins: 546 | Round Count: 621
Red Player wins: 75 | Yellow Player Wins: 547 | Round Count: 622
Red Player wins: 75 | Yellow Player Wins: 548 | Round Count: 623
Red Player wins: 75 | Yellow Player Wins: 549 | Round Count: 624
Red Player wins: 76 | Yellow Player Wins: 549 | Round Count: 625
Red Player wins: 76 | Yellow Player Wins: 550 | Round Count: 626
Red Player wins: 76 | Yellow Player Wins: 551 | Round Count: 627
Red Player wins: 76 | Yellow Player Wins: 552 | Round Count: 628
Red Player wins: 76 | Yellow Player Wins: 553 | Round Count: 629
Red Player wins: 76 | Yellow Player Wins: 554 | Round Count: 630
Red Player wins: 76 | Yellow Player Wins: 555 | Round Count: 631
Red Player wins: 76 | Yellow Player Wins: 556 | Round Count: 632
Red Player wins: 76 | Yellow Player Wins: 557 | Round Count: 633
Red Player wins: 76 | Yellow Player Wins: 558 | Round Count: 634
Red Player wins: 77 | Yellow Player Wins: 558 | Round Count: 635
Red Player wins: 78 | Yellow Player Wins: 558 | Round Count: 636
Red Player wins: 78 | Yellow Player Wins: 559 | Round Count: 637
Red Player wins: 78 | Yellow Player Wins: 560 | Round Count: 638
Red Player wins: 78 | Yellow Player Wins: 561 | Round Count: 639
Red Player wins: 79 | Yellow Player Wins: 561 | Round Count: 640
Red Player wins: 79 | Yellow Player Wins: 562 | Round Count: 641
Red Player wins: 79 | Yellow Player Wins: 563 | Round Count: 642
Red Player wins: 80 | Yellow Player Wins: 563 | Round Count: 643
Red Player wins: 80 | Yellow Player Wins: 564 | Round Count: 644
Red Player wins: 80 | Yellow Player Wins: 565 | Round Count: 645
Red Player wins: 80 | Yellow Player Wins: 566 | Round Count: 646
Red Player wins: 81 | Yellow Player Wins: 566 | Round Count: 647
Red Player wins: 82 | Yellow Player Wins: 566 | Round Count: 648
Red Player wins: 82 | Yellow Player Wins: 567 | Round Count: 649
Red Player wins: 82 | Yellow Player Wins: 568 | Round Count: 650
Red Player wins: 82 | Yellow Player Wins: 569 | Round Count: 651
Red Player wins: 82 | Yellow Player Wins: 570 | Round Count: 652
Red Player wins: 82 | Yellow Player Wins: 571 | Round Count: 653
Red Player wins: 83 | Yellow Player Wins: 571 | Round Count: 654
Red Player wins: 83 | Yellow Player Wins: 572 | Round Count: 655
Red Player wins: 83 | Yellow Player Wins: 573 | Round Count: 656
Red Player wins: 83 | Yellow Player Wins: 574 | Round Count: 657
Red Player wins: 83 | Yellow Player Wins: 575 | Round Count: 658
Red Player wins: 83 | Yellow Player Wins: 576 | Round Count: 659
Red Player wins: 83 | Yellow Player Wins: 577 | Round Count: 660
Red Player wins: 83 | Yellow Player Wins: 578 | Round Count: 661
Red Player wins: 83 | Yellow Player Wins: 579 | Round Count: 662
Red Player wins: 83 | Yellow Player Wins: 580 | Round Count: 663
Red Player wins: 83 | Yellow Player Wins: 581 | Round Count: 664
Red Player wins: 84 | Yellow Player Wins: 581 | Round Count: 665
Red Player wins: 84 | Yellow Player Wins: 582 | Round Count: 666
Red Player wins: 84 | Yellow Player Wins: 583 | Round Count: 667
Red Player wins: 84 | Yellow Player Wins: 584 | Round Count: 668
Red Player wins: 84 | Yellow Player Wins: 585 | Round Count: 669
Red Player wins: 85 | Yellow Player Wins: 585 | Round Count: 670
Red Player wins: 85 | Yellow Player Wins: 586 | Round Count: 671
Red Player wins: 86 | Yellow Player Wins: 586 | Round Count: 672
Red Player wins: 86 | Yellow Player Wins: 587 | Round Count: 673
Red Player wins: 86 | Yellow Player Wins: 588 | Round Count: 674
Red Player wins: 86 | Yellow Player Wins: 589 | Round Count: 675
Red Player wins: 87 | Yellow Player Wins: 589 | Round Count: 676
Red Player wins: 88 | Yellow Player Wins: 589 | Round Count: 677
Red Player wins: 89 | Yellow Player Wins: 589 | Round Count: 678
Red Player wins: 89 | Yellow Player Wins: 590 | Round Count: 679
Red Player wins: 89 | Yellow Player Wins: 591 | Round Count: 680
Red Player wins: 89 | Yellow Player Wins: 592 | Round Count: 681
Red Player wins: 89 | Yellow Player Wins: 593 | Round Count: 682
Red Player wins: 89 | Yellow Player Wins: 594 | Round Count: 683
Red Player wins: 90 | Yellow Player Wins: 594 | Round Count: 684
Red Player wins: 90 | Yellow Player Wins: 595 | Round Count: 685
Red Player wins: 90 | Yellow Player Wins: 596 | Round Count: 686
Red Player wins: 90 | Yellow Player Wins: 597 | Round Count: 687
Red Player wins: 90 | Yellow Player Wins: 598 | Round Count: 688
Red Player wins: 90 | Yellow Player Wins: 599 | Round Count: 689
Red Player wins: 91 | Yellow Player Wins: 599 | Round Count: 690
Red Player wins: 91 | Yellow Player Wins: 600 | Round Count: 691
Red Player wins: 91 | Yellow Player Wins: 601 | Round Count: 692
Red Player wins: 91 | Yellow Player Wins: 602 | Round Count: 693
Red Player wins: 91 | Yellow Player Wins: 603 | Round Count: 694
Red Player wins: 91 | Yellow Player Wins: 604 | Round Count: 695
Red Player wins: 91 | Yellow Player Wins: 605 | Round Count: 696
Red Player wins: 91 | Yellow Player Wins: 606 | Round Count: 697
